clave,fuente,nombre_proyecto,COD_DANE,NOMBRE_MPI,clasificacion_sugerida,motivo_sugerencia,clasificacion_final,justificacion,clase_redd_sugerida,motivo_redd,clase_redd_final,justificacion_redd,sector__actividades,sector__afolu_activities,sector__clase_metodologia,sector__es_wrc,sector__estado_registro,sector__methodology,sector__programme_of_activities,sector__projectType,sector__sectoralScope,sector__status_registro,sector__tipo
verra|redd project of the indigenous peoples of vaupes yutucu and others,verra,REDD PROJECT OF THE INDIGENOUS PEOPLES OF VAUPÉS YUTUCU AND  OTHERS,97001,MITÚ,AFOLU,clase_metodologia: REDD_ESTRICTO,AFOLU,,REDD,metodologia VCS: VM0015 (Version 1.1),REDD,,,REDD,REDD_ESTRICTO,False,S1,VM0015 (Version 1.1),,,Agriculture Forestry and Other Land Use,Withdrawn,
verra|redd+ conservation of ethno sustainable afro-colombian community in the tropical rain forest of colombia,verra,REDD+ CONSERVATION OF ETHNO SUSTAINABLE AFRO-COLOMBIAN COMMUNITY IN THE TROPICAL RAIN FOREST OF COLOMBIA,27006,ACANDÍ,AFOLU,clase_metodologia: REDD_ESTRICTO,AFOLU,,REDD,metodologia VCS: VM0015 (Version NA),REDD,,,REDD,REDD_ESTRICTO,False,S1,VM0015 (Version NA),,,Agriculture Forestry and Other Land Use,Under validation (Public comment period closed),
verra|redd+ esteros y manglares,verra,REDD+ Esteros y Manglares,52490,OLAYA HERRERA,AFOLU,clase_metodologia: REDD_ESTRICTO,AFOLU,,REDD,metodologia VCS: VM0007 (Version NA),REDD,,,"REDD,WRC",REDD_ESTRICTO,True,S1,VM0007 (Version NA),,,Agriculture Forestry and Other Land Use,Inactive,
verra|redd+ project for the conservation of lowland forest in the magdalena medio region of colombia,verra,REDD+ Project for the Conservation of Lowland Forest in the  Magdalena Medio Region of Colombia,05893,YONDÓ,AFOLU,clase_metodologia: REDD_ESTRICTO,AFOLU,,REDD,metodologia VCS: VM0015 (Version NA),REDD,,,REDD,REDD_ESTRICTO,False,S1,VM0015 (Version NA),,,Agriculture Forestry and Other Land Use,Withdrawn,
verra|redd+ project in the alto predio putumayo indigenous reservation in colombia,verra,REDD+ Project in the Alto Predio Putumayo Indigenous Reservation in Colombia,18150,CARTAGENA DEL CHAIRÁ,AFOLU,clase_metodologia: REDD_ESTRICTO,AFOLU,,REDD,metodologia VCS: VM0009 (Version NA),REDD,,,REDD,REDD_ESTRICTO,False,S1,VM0009 (Version NA),,,Agriculture Forestry and Other Land Use,Pipeline listing (under development) approved,
verra|redd+ project magnolios de yarumal,verra,REDD+ Project Magnolios de Yarumal,05134,CAMPAMENTO,AFOLU,clase_metodologia: REDD_ESTRICTO,AFOLU,,REDD,metodologia VCS: VM0015 (Version 1.1),REDD,,,REDD,REDD_ESTRICTO,False,S3,VM0015 (Version 1.1),,,Agriculture Forestry and Other Land Use,Registered,
verra|redd+ project pueblos indigenas resguardando la selva,verra,REDD+ Project Pueblos indígenas resguardando la selva,91405,LA CHORRERA,AFOLU,clase_metodologia: REDD_ESTRICTO,AFOLU,,REDD,metodologia VCS: VM0015 (Version NA),REDD,,,REDD,REDD_ESTRICTO,False,S3,VM0015 (Version NA),,,Agriculture Forestry and Other Land Use,Registered,
verra|redd+ project resguardo indigena unificado selva de mataven (riu sm),verra,REDD+ Project Resguardo Indigena Unificado Selva de Mataven (RIU SM),99773,CUMARIBO,AFOLU,clase_metodologia: REDD_ESTRICTO,AFOLU,,REDD,metodologia VCS: VM0007 (Version NA),REDD,,,REDD,REDD_ESTRICTO,False,S2,VM0007 (Version NA),,,Agriculture Forestry and Other Land Use,Verification approval requested,
verra|redd+ yaguara llanos del yari,verra,REDD+ Yaguara Llanos del Yari,95015,CALAMAR,AFOLU,clase_metodologia: REDD_ESTRICTO,AFOLU,,REDD,metodologia VCS: VM0015 (Version NA),REDD,,,,REDD_ESTRICTO,False,S1,VM0015 (Version NA),,,Agriculture Forestry and Other Land Use,Withdrawn,
verra|redd++ manglares del bajo baudo,verra,REDD++ Manglares del Bajo Baudo,27077,BAJO BAUDÓ,AFOLU,clase_metodologia: REDD_ESTRICTO,AFOLU,,REDD,metodologia VCS: VM0007 (Version NA),REDD,,,"REDD,WRC",REDD_ESTRICTO,True,S1,VM0007 (Version NA),,,Agriculture Forestry and Other Land Use,Under validation (Public comment period closed),
"verra|reforestation of grazing lands hacienda el manantial in puerto lopez, colombia",verra,"REFORESTATION OF GRAZING LANDS HACIENDA EL MANANTIAL IN PUERTO LÓPEZ, COLOMBIA",50573,PUERTO LÓPEZ,AFOLU,clase_metodologia: AFOLU_NO_REDD,AFOLU,,NO_REDD,clase_metodologia: AFOLU_NO_REDD,NO_REDD,,,ARR,AFOLU_NO_REDD,False,S1,VM0047 (Version NA),,,Agriculture Forestry and Other Land Use,Under validation (Public comment period closed),
verra|reforestation with rubber on degraded lands of colombia,verra,Reforestation with Rubber on degraded lands of Colombia,99624,SANTA ROSALÍA,AFOLU,clase_metodologia: AFOLU_NO_REDD,AFOLU,,NO_REDD,clase_metodologia: AFOLU_NO_REDD,NO_REDD,,,ARR,AFOLU_NO_REDD,False,S1,AR-ACM0003 (Version NA),,,Agriculture Forestry and Other Land Use,Withdrawn,
verra|regenerating colombian coffee ecosystems,verra,Regenerating Colombian Coffee Ecosystems,05670,SAN ROQUE,AFOLU,clase_metodologia: AFOLU_NO_REDD,AFOLU,,NO_REDD,clase_metodologia: AFOLU_NO_REDD,NO_REDD,,,ARR,AFOLU_NO_REDD,False,S3,AR-AMS0007 (Version 3.1),,,Agriculture Forestry and Other Land Use,Registered,
"verra|restoration of degraded areas and reforestation in caceres and cravo norte, colombia",verra,"Restoration of degraded areas and reforestation in Cáceres and Cravo Norte, Colombia",05120,CÁCERES,AFOLU,clase_metodologia: AFOLU_NO_REDD,AFOLU,,NO_REDD,clase_metodologia: AFOLU_NO_REDD,NO_REDD,,,ARR,AFOLU_NO_REDD,False,S3,"AR-ACM0003 (Version NA), AR-AM0005 (Version NA)",,,Agriculture Forestry and Other Land Use,Registered,
verra|restored productive landscapes in the magdalena river middle basin in colombia,verra,RESTORED PRODUCTIVE LANDSCAPES IN THE MAGDALENA RIVER MIDDLE BASIN IN COLOMBIA,68190,CIMITARRA,AFOLU,clase_metodologia: AFOLU_NO_REDD,AFOLU,,NO_REDD,clase_metodologia: AFOLU_NO_REDD,NO_REDD,,,ARR,AFOLU_NO_REDD,False,S1,AR-ACM0003 (Version NA),,,Agriculture Forestry and Other Land Use,Registration requested,
verra|rio pepe y acaba redd+ project,verra,Rio Pepe y ACABA REDD+ Project,27430,MEDIO BAUDÓ,AFOLU,clase_metodologia: REDD_ESTRICTO,AFOLU,,REDD,metodologia VCS: VM0006 (Version NA),REDD,,,REDD,REDD_ESTRICTO,False,S3,VM0006 (Version NA),,,Agriculture Forestry and Other Land Use,Registered,
verra|riscales redd+ project,verra,Riscales REDD+ Project,27495,NUQUÍ,AFOLU,clase_metodologia: REDD_ESTRICTO,AFOLU,,REDD,metodologia VCS: VM0007 (Version 1),REDD,,,REDD,REDD_ESTRICTO,False,S3,VM0007 (Version 1),,,Agriculture Forestry and Other Land Use,Registered,
verra|san andres hydroelectric project,verra,San Andres Hydroelectric project,05647,SAN ANDRÉS DE CUERQUÍA,NO_AFOLU,clase_metodologia: NO_AFOLU,NO_AFOLU,,NO_REDD,clase_metodologia: NO_AFOLU,NO_REDD,,,,NO_AFOLU,False,S1,ACM0002 (Version 13),,,Energy industries (renewable/non-renewable sources),Withdrawn,
verra|santa ana hydroelectric plant - cer conversion,verra,Santa Ana Hydroelectric Plant - CER Conversion,25845,UNE,NO_AFOLU,clase_metodologia: NO_AFOLU,NO_AFOLU,,NO_REDD,clase_metodologia: NO_AFOLU,NO_REDD,,,,NO_AFOLU,False,S2,AMS-I.D. (Version NA),,,Energy industries (renewable/non-renewable sources),Units transferred from approved GHG program,
verra|santa rosa - altamira hydroelectric projects,verra,Santa Rosa - Altamira hydroelectric projects,68770,SUAITA,NO_AFOLU,clase_metodologia: NO_AFOLU,NO_AFOLU,,NO_REDD,clase_metodologia: NO_AFOLU,NO_REDD,,,,NO_AFOLU,False,S2,ACM0002 (Version 19),,,Energy industries (renewable/non-renewable sources),Late to Verify,
verra|saving colombia's cloud forest,verra,Saving Colombia's Cloud Forest,05034,ANDES,AFOLU,clase_metodologia: AFOLU_NO_REDD,AFOLU,,NO_REDD,clase_metodologia: AFOLU_NO_REDD,NO_REDD,,,ARR,AFOLU_NO_REDD,False,S3,AR-ACM0003 (Version 2),,,Agriculture Forestry and Other Land Use,Registered,
verra|sembrando futuro 2.0,verra,Sembrando Futuro 2.0,05679,SANTA BÁRBARA,AFOLU,clase_metodologia: AFOLU_NO_REDD,AFOLU,,NO_REDD,clase_metodologia: AFOLU_NO_REDD,NO_REDD,,,ARR,AFOLU_NO_REDD,False,S1,VM0047 (Version NA),,,Agriculture Forestry and Other Land Use,Registration requested,
verra|sembrando futuro restoration project,verra,Sembrando Futuro Restoration Project,05364,JARDÍN,AFOLU,clase_metodologia: AFOLU_NO_REDD,AFOLU,,NO_REDD,clase_metodologia: AFOLU_NO_REDD,NO_REDD,,,ARR,AFOLU_NO_REDD,False,S1,VM0047 (Version NA),,,Agriculture Forestry and Other Land Use,Withdrawn,
verra|siviru-usaraga-pizarro-piliza (supp) redd+ project,verra,SIVIRÚ-USARAGÁ-PIZARRO-PILIZÁ (SUPP) REDD+ Project,27077,BAJO BAUDÓ,AFOLU,clase_metodologia: REDD_ESTRICTO,AFOLU,,REDD,metodologia VCS: VM0006 (Version NA),REDD,,,REDD,REDD_ESTRICTO,False,S3,VM0006 (Version NA),,,Agriculture Forestry and Other Land Use,Registered,
verra|solar grouped project by epsa-celsia,verra,SOLAR GROUPED PROJECT BY EPSA-CELSIA,11001,"BOGOTÁ, D.C.",NO_AFOLU,clase_metodologia: NO_AFOLU,NO_AFOLU,,NO_REDD,clase_metodologia: NO_AFOLU,NO_REDD,,,,NO_AFOLU,False,S2,"ACM0002 (Version NA), AMS-I.D. (Version NA)",,,Energy industries (renewable/non-renewable sources),Verification approval requested,
verra|suba and usaquen hydroelectric umbrella project,verra,Suba and Usaquen Hydroelectric Umbrella Project,11001,"BOGOTÁ, D.C.",NO_AFOLU,clase_metodologia: NO_AFOLU,NO_AFOLU,,NO_REDD,clase_metodologia: NO_AFOLU,NO_REDD,,,,NO_AFOLU,False,S3,AMS-I.D. (Version 18),,,Energy industries (renewable/non-renewable sources),Registered,
"verra|sustainable agroforestry cacao meta, colombia",verra,"Sustainable Agroforestry Cacao Meta, Colombia",50124,CABUYARO,AFOLU,clase_metodologia: AFOLU_NO_REDD,AFOLU,,NO_REDD,clase_metodologia: AFOLU_NO_REDD,NO_REDD,,,ARR,AFOLU_NO_REDD,False,S3,AR-ACM0003 (Version NA),,,Agriculture Forestry and Other Land Use,Registered,
verra|the choco-darien conservation corridor redd project,verra,The Chocó-Darién Conservation Corridor REDD Project,27006,ACANDÍ,AFOLU,clase_metodologia: REDD_ESTRICTO,AFOLU,,REDD,metodologia VCS: VM0009 (Version NA),REDD,,,REDD,REDD_ESTRICTO,False,S2,VM0009 (Version NA),,,Agriculture Forestry and Other Land Use,Late to Verify,
verra|the forest carbon project agroreforestadora rancho victoria s. a,verra,THE FOREST CARBON PROJECT AGROREFORESTADORA RANCHO VICTORIA S. A,50573,PUERTO LÓPEZ,AFOLU,clase_metodologia: AFOLU_NO_REDD,AFOLU,,NO_REDD,clase_metodologia: AFOLU_NO_REDD,NO_REDD,,,ARR,AFOLU_NO_REDD,False,S1,AR-ACM0003 (Version NA),,,Agriculture Forestry and Other Land Use,Rejected by Administrator,
verra|wind power grouped project by celsia colombia - begonia power,verra,WIND POWER GROUPED PROJECT BY CELSIA COLOMBIA - BEGONIA POWER,44430,MAICAO,NO_AFOLU,clase_metodologia: NO_AFOLU,NO_AFOLU,,NO_REDD,clase_metodologia: NO_AFOLU,NO_REDD,,,,NO_AFOLU,False,S2,"ACM0002 (Version NA), AMS-I.D. (Version NA)",,,Energy industries (renewable/non-renewable sources),Late to Verify,
"verra|yagual - carbon sequestration grouped project for the restoration, conservation and sustainable production in the guerrero, sumapaz and rabanal paramo systems",verra,"Yagual - Carbon Sequestration Grouped Project for the Restoration, Conservation and Sustainable Production in the Guerrero, Sumapaz and Rabanal Paramo Systems",25793,TAUSA,AFOLU,clase_metodologia: AFOLU_NO_REDD,AFOLU,,NO_REDD,clase_metodologia: AFOLU_NO_REDD,NO_REDD,,,ARR,AFOLU_NO_REDD,False,S2,AR-ACM0003 (Version NA),,,Agriculture Forestry and Other Land Use,Late to Verify,
gold_standard|vichada climate reforestation project (paz),gold_standard,Vichada Climate Reforestation Project (PAZ) ,99773,CUMARIBO,AFOLU,nombre del proyecto,AFOLU,,NO_REDD,methodology: nan (GS no opera REDD en Colombia),NO_REDD,,,,,,,,Standalone,,,,
gold_standard|barroso 20mw hydroelectric project,gold_standard,Barroso 20MW hydroelectric project,05642,SALGAR,NO_AFOLU,nombre del proyecto,NO_AFOLU,,NO_REDD,methodology: nan (GS no opera REDD en Colombia),NO_REDD,,,,,,,,Standalone,,,,
gold_standard|guanaquitas 9.74 mw hydroelectric project,gold_standard,Guanaquitas 9.74 MW hydroelectric project,05310,GÓMEZ PLATA,NO_AFOLU,methodology: AMS-I.D. Grid connected renewable electricity generation,NO_AFOLU,,NO_REDD,methodology: AMS-I.D. Grid connected renewable electricity generation (GS no opera REDD en Colombia),NO_REDD,,,,,,,AMS-I.D. Grid connected renewable electricity generation,Standalone,,,,
gold_standard|gs3510 fundacion natura cookstove poa_satander,gold_standard,GS3510 Fundacion Natura Cookstove PoA_Satander,68176,CHIMA,NO_AFOLU,methodology: GS TPDDTEC v 2.,NO_AFOLU,,NO_REDD,methodology: GS TPDDTEC v 2. (GS no opera REDD en Colombia),NO_REDD,,,,,,,GS TPDDTEC v 2.,POA,,,,
"gold_standard|vegachi, ecological restoration of degraded lands",gold_standard,"Vegachi, ecological restoration of degraded lands ",05858,VEGACHÍ,AFOLU,nombre del proyecto,AFOLU,,NO_REDD,methodology: nan (GS no opera REDD en Colombia),NO_REDD,,,,,,,,Standalone,,,,
gold_standard|fundacion natura cookstove poa,gold_standard,Fundacion Natura Cookstove POA,68745,SIMACOTA,NO_AFOLU,methodology: GS TPDDTEC v 1.,NO_AFOLU,,NO_REDD,methodology: GS TPDDTEC v 1. (GS no opera REDD en Colombia),NO_REDD,,,,,,,GS TPDDTEC v 1.,POA,,,,
"gold_standard|conservation and reforestation of degraded areas in barbosa, colombia",gold_standard,"Conservation and reforestation of degraded areas in Barbosa, Colombia",05079,BARBOSA,AFOLU,methodology: Afforestation/Reforestation GHG Emissions Reduction & Seques,AFOLU,,NO_REDD,methodology: Afforestation/Reforestation GHG Emissions Reduction & Seques (GS no opera REDD en Colombia),NO_REDD,,,,,,,Afforestation/Reforestation GHG Emissions Reduction & Sequestration Methodology,Standalone,,,,
gold_standard|caruquia 9.76 mw hydroelectric project,gold_standard,Caruquia 9.76 MW hydroelectric project,05686,SANTA ROSA DE OSOS,NO_AFOLU,methodology: AMS-I.D. Grid connected renewable electricity generation,NO_AFOLU,,NO_REDD,methodology: AMS-I.D. Grid connected renewable electricity generation (GS no opera REDD en Colombia),NO_REDD,,,,,,,AMS-I.D. Grid connected renewable electricity generation,Standalone,,,,
gold_standard|caruquia 9.76 mw hydroelectric project pre-cdm vers,gold_standard,Caruquia 9.76 MW hydroelectric project Pre-CDM VERs,05686,SANTA ROSA DE OSOS,NO_AFOLU,methodology: AMS-I.D. Grid connected renewable electricity generation,NO_AFOLU,,NO_REDD,methodology: AMS-I.D. Grid connected renewable electricity generation (GS no opera REDD en Colombia),NO_REDD,,,,,,,AMS-I.D. Grid connected renewable electricity generation,Standalone,,,,
gold_standard|santander and las tapias renewable energy project,gold_standard,Santander and Las Tapias Renewable Energy Project,25754,SOACHA,NO_AFOLU,methodology: GS SS Ecologically Sound Fuel Switch to Biomass v1.,NO_AFOLU,,NO_REDD,methodology: GS SS Ecologically Sound Fuel Switch to Biomass v1. (GS no opera REDD en Colombia),NO_REDD,,,,,,,GS SS Ecologically Sound Fuel Switch to Biomass v1.,Standalone,,,,
gold_standard|gen+: alejandria small hydropower (shp) run-of-the-river cdm project bundle,gold_standard,GEN+: Alejandría Small Hydropower (SHP) Run-of-the-River CDM Project Bundle,05021,ALEJANDRÍA,NO_AFOLU,nombre del proyecto,NO_AFOLU,,NO_REDD,methodology: nan (GS no opera REDD en Colombia),NO_REDD,,,,,,,,VPA,,,,
gold_standard|programme of activities for the development and promotion of renewable energy,gold_standard,Programme of Activities for the Development and Promotion of Renewable Energy,05664,SAN PEDRO DE LOS MILAGROS,NO_AFOLU,nombre del proyecto,NO_AFOLU,,NO_REDD,methodology: nan (GS no opera REDD en Colombia),NO_REDD,,,,,,,,POA,,,,
renare|proyecto de desarrollo bajo en carbono - granja solar el cinco,renare,Proyecto de Desarrollo Bajo en Carbono - Granja Solar El Cinco,,,REVISAR,tipo=PDBC - Proyectos de Desarrollo pero actividades sugiere AFOLU,,,NO_REDD,tipo: PDBC - Proyectos de Desarrollo Bajo en C (categoria distinta de REDD+ en RENARE),NO_REDD,,"[{'fuente_relacionada_1': '{""value"":""Consumo de energía eléctrica del Sistema Interconectado Nacional (SIN)""}', 'tipo_actividad_1': 3772, 'descripcion_actividad_1': 'Instalación y operación de un sistema de autogeneración de energía solar en predios de la empresa Ceramicas el Cinco durante 20 años, la actividad justifica la sustitución parcial de energía convencional comprada al SIN por energía limpia, reduciendo de forma directa la huella de carbono.', 'fecha_inicial_1': '20/03/2026', 'fecha_final_1': '20/03/2046', 'acciones_redd_mas_1': '', 'depositos_carbono_1': '', 'check_co_beneficios_economicos_1': True, 'descripcion_co_beneficios_economicos_1': 'Reducción de costos operativos mediante la sustitución parcial del consumo de la red eléctrica, generando ahorros financieros a largo plazo, mayor certidumbre frente a la volatilidad de las tarifas.', 'check_co_beneficios_sociales_1': True, 'descripcion_co_beneficios_sociales_1': 'Generación de empleo local directo e indirecto durante las fases de montaje, construcción, operación y mantenimiento de la infraestructura solar.', 'check_co_beneficios_ambientales_1': True, 'descripcion_co_beneficios_ambientales_1': 'Reducción de la huella de carbono organizacional, disminución de la presión sobre la red eléctrica nacional y mitigación indirecta de la contaminación atmosférica local al cambiar por energía limpia. ', 'check_otros_co_beneficios_1': '', 'descripcion_otros_co_beneficios_1': '', 'archivo_soporte_2_2': 'files-renare/cc,92533463/6a7e79ab956159ac50315e7d/documentossolicitud/05documentodescripcionactividadmitigacion21-08-2026-11-18-11.pdf', 'archivo_soporte_2_3': '', 'geovisor_calculo_traslape_1': '[]', 'resultado_traslape': 'No se presenta traslape.', 'fecha_resultado_traslape': '21/08/2026 11:19:36', 'sector_cartera': '', 'tipo_moneda_1': 173, 'tasa_cambio_1': '', 'fecha_tasa_cambio_1': '', 'contribucion_propia_1': '$ 700.000.000', 'contribucion_propia_tasa_cambio_1': '', 'contribucion_externa_1': '$ 0', 'contribucion_externa_tasa_cambio_1': '', 'costo_total_1': 'COP $ 700.000.000', 'costo_total_tasa_cambio_1': '', 't_sector_cartera_asociado_2': '', 'tipo_actividad': 3772, 'nombre_tipo_actividad': 'Autogeneración'}]",,,,,,,,,,PDBC - Proyectos de Desarrollo Bajo en Carbono
